,id,text,User
0,1359612035374473217,The most entertaining outcome is the most likely,elonmusk
1,1359591256003854336,@GiveDirectly Just sent some,elonmusk
2,1359589782402326528,Just agree to do Clubhouse with @kanyewest,elonmusk
3,1359545545900048386,https://t.co/3rWE9uHSTS,elonmusk
4,1359542496741765122,@geoffkeighley @UnrealEngine It’s getting real,elonmusk
