,id,text,Hashtags
0,1358897083915370496,@MountainDew I would invest all of it in gamestop stock,[]
1,1358897027489271809,RT @LizAnnSonders: Typo now corrected in my report just published about whether lessons have been learned in the aftermath of the GameStop…,[]
2,1358897017439797251,@GameStop SUPER Mario World on the old school  Gameboy,[]
3,1358896944807104512,@AidenX09765004 @GameStop @GodlyPS5 is the real plug.,[]
4,1358896917007237125,RT @mollyknc: Is uranium the new GameStop stock? Read @jholz__ 's latest to find out. https://t.co/JQfy7k8XvF,[]
